AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
WN,LAS,PHL,48.0
WN,LAX,SMF,33.0
WN,MCO,BWI,-7.0
WN,MCO,MDW,-25.0
WN,MDW,TPA,-14.0
WN,MEM,MDW,-10.0
WN,PVD,MCO,8.0
WN,RNO,LAS,-6.0
AA,DFW,SAT,-10.0
AA,DCA,MIA,34.0
AA,CLT,ORD,-7.0
AA,DFW,LAX,11.0
AA,PHX,ORD,-3.0
AA,SMF,PHX,-4.0
AA,LAX,PHX,-5.0
AA,PHX,ATL,-22.0
AA,BOS,PHX,26.0
AA,PHL,ORD,-19.0
AA,MIA,PHL,-8.0
AA,CLT,MCO,1.0
AA,CLT,RSW,-10.0
B6,ORH,MCO,38.0
B6,JFK,BUF,-6.0
B6,MCO,LGA,-20.0
HA,LIH,HNL,16.0
AA,STL,CLT,-12.0
DL,BUF,ATL,-2.0
NK,FLL,CLE,-16.0
DL,EYW,ATL,-14.0
EV,ORD,CLE,-10.0
MQ,GCK,DFW,12.0
UA,PBI,EWR,-8.0
UA,SRQ,ORD,26.0
DL,ATL,MCI,-9.0
MQ,DRO,DFW,47.0
OO,TYS,ATL,-6.0
UA,DEN,AUS,-10.0
B6,JFK,CHS,8.0
DL,CLE,ATL,-2.0
DL,MIA,ATL,-19.0
DL,ATL,SDF,-5.0
DL,ATL,GSO,-13.0
DL,ATL,EWR,-25.0
DL,JFK,SEA,-22.0
EV,DCA,EWR,-22.0
F9,CLE,LAS,12.0
F9,STL,DEN,-9.0
UA,MCO,ORD,-11.0
WN,DAL,ABQ,-4.0
WN,DEN,DAL,5.0
WN,BWI,JAX,8.0
WN,TPA,CMH,-5.0
WN,DTW,DEN,-8.0
WN,FLL,DCA,-12.0
WN,LBB,DAL,0.0
WN,LGA,ATL,-32.0
WN,MCI,LAS,7.0
WN,MCO,HOU,-14.0
WN,MHT,BWI,12.0
WN,PHX,MDW,-36.0
WN,SEA,OAK,57.0
AA,LAX,LAS,-13.0
AA,DFW,OKC,-13.0
AA,SAN,PHX,-13.0
AA,CLT,TPA,-7.0
AA,CLT,ALB,-7.0
AA,CLT,BDL,4.0
AA,CLT,SYR,-9.0
AA,CLT,PBI,-14.0
AS,PDX,OGG,-33.0
AS,HNL,SAN,-5.0
DL,ATL,DTW,-8.0
OO,MKE,ORD,63.0
OO,HDN,LAX,6.0
DL,ATL,SLC,-13.0
HA,HNL,KOA,0.0
DL,ORF,ATL,-9.0
EV,JAX,ORD,-24.0
OO,DFW,LAX,-10.0
EV,TYS,DFW,16.0
OO,BNA,DTW,2.0
AA,ORD,FLL,-25.0
DL,LGA,PBI,-11.0
DL,ATL,JAX,18.0
DL,ATL,MSP,-18.0
DL,MCO,ATL,-18.0
DL,LGA,FLL,-19.0
DL,RSW,ATL,-17.0
DL,ATL,IND,-3.0
DL,ATL,CHS,-14.0
DL,ORD,DTW,-5.0
EV,EWR,SAV,-25.0
NK,ATL,MCO,-11.0
OO,PIA,DTW,-2.0
EV,ATL,CSG,-9.0
EV,PHL,DTW,-12.0
OO,GEG,SEA,-3.0
OO,PDX,SEA,-3.0
OO,LAX,OKC,-19.0
UA,LAX,SFO,0.0
UA,IAH,DFW,-19.0
UA,EWR,PBI,12.0
UA,CMH,DEN,19.0
UA,LAX,LIH,-18.0
UA,EWR,DEN,-4.0
UA,EWR,SFO,-24.0
VX,JFK,SFO,-22.0
VX,SFO,PSP,-12.0
VX,LAX,SFO,1.0
WN,DAL,HOU,-17.0
WN,DAL,SEA,-14.0
WN,BUR,OAK,-2.0
WN,CLE,BWI,-1.0
WN,SNA,SFO,-14.0
WN,HOU,DAL,-3.0
WN,LAS,BUR,5.0
WN,LAS,DAL,-2.0
WN,LAS,MCI,30.0
WN,MCI,MDW,-7.0
WN,MDW,FLL,-18.0
WN,MDW,HOU,25.0
WN,PHX,SMF,7.0
WN,SJC,SAN,44.0
WN,SLC,MDW,3.0
AA,MCO,MIA,-5.0
AA,BOS,LAX,-11.0
AA,LAS,LAX,-8.0
AA,SNA,PHX,-16.0
AA,PHX,MCI,-18.0
AA,EWR,PHX,7.0
AA,JFK,PHX,-3.0
AA,PHX,EWR,-42.0
AA,CLT,BUF,-9.0
AA,CLT,MSY,-8.0
AA,CLT,BWI,-12.0
AA,CLT,PVD,16.0
B6,BUF,JFK,-12.0
B6,TPA,BOS,27.0
B6,BDL,PBI,10.0
AS,WRG,KTN,2.0
AS,LAX,SEA,-8.0
AS,DFW,PDX,-23.0
EV,EWR,RIC,-11.0
OO,TVC,ORD,8.0
EV,FNT,ORD,-4.0
MQ,CLL,DFW,-12.0
OO,MKE,DTW,-1.0
B6,RIC,BOS,-9.0
EV,LAN,ORD,11.0
NK,LBE,FLL,26.0
OO,MSN,DEN,-20.0
EV,DFW,VPS,2.0
DL,PBI,ATL,11.0
MQ,SJT,DFW,-26.0
OO,LAS,SEA,-11.0
UA,ORD,ANC,-25.0
DL,ATL,BDL,-14.0
DL,ATL,TPA,-8.0
DL,ATL,PHL,-18.0
EV,CHA,DFW,-9.0
EV,CAE,ATL,-14.0
F9,BIS,DEN,-18.0
HA,OGG,LAX,20.0
OO,AUS,PDX,-29.0
OO,LAX,TUS,-10.0
UA,SFO,AUS,22.0
UA,EWR,SEA,-11.0
VX,SFO,SEA,-4.0
WN,ABQ,DEN,-15.0
WN,BHM,TPA,-19.0
WN,BOS,MDW,38.0
WN,BOS,MKE,-3.0
WN,BUR,LAS,11.0
WN,BWI,RSW,23.0
WN,TPA,SAT,-4.0
WN,DEN,SAN,-6.0
WN,DEN,SEA,-28.0
WN,ELP,SAT,-14.0
WN,HOU,CRP,28.0
WN,HOU,MDW,-15.0
WN,MKE,TPA,-3.0
WN,OAK,PDX,21.0
WN,ONT,SJC,9.0
WN,SEA,PHX,19.0
AA,DFW,MIA,4.0
AA,LAX,STL,-32.0
AA,LAS,PHX,-6.0
AA,CLT,LAS,20.0
AA,CLT,PIT,-10.0
AA,CLT,DTW,1.0
AA,CLT,SEA,-24.0
AA,CLT,SFO,11.0
B6,JFK,SAN,7.0
B6,JFK,LAX,-11.0
AS,SFO,SEA,80.0
AS,PDX,SLC,2.0
AS,ABQ,SEA,-31.0
B6,LGB,LAS,21.0
B6,BOS,MCO,-19.0
DL,AUS,ATL,-22.0
DL,LGA,DTW,-20.0
OO,SFO,PHX,-6.0
UA,CLE,DEN,-3.0
UA,EWR,IAH,36.0
MQ,CMI,ORD,-6.0
DL,ATL,CLT,-15.0
MQ,ROW,DFW,8.0
DL,IND,ATL,-9.0
DL,JFK,SLC,-24.0
DL,ATL,PHX,6.0
EV,DFW,BPT,-3.0
EV,DFW,FSM,15.0
EV,ATL,GSP,-7.0
F9,MCO,PHL,-23.0
F9,ATL,MIA,-21.0
MQ,ORD,EWR,-14.0
MQ,ORD,AZO,-11.0
MQ,DFW,JAN,-3.0
MQ,ORD,DAY,-18.0
NK,ORD,LAX,0.0
NK,DFW,ORD,16.0
OO,PAH,ORD,1.0
WN,DAL,OAK,46.0
WN,DEN,MDW,1.0
WN,BNA,DAL,3.0
WN,BUF,LAS,9.0
WN,GEG,BOI,-2.0
WN,LAS,BUF,-2.0
WN,LAX,LAS,29.0
WN,MCO,MEM,-2.0
WN,MDW,DCA,-2.0
WN,MDW,MSY,35.0
WN,OAK,SAN,31.0
WN,OKC,PHX,6.0
WN,PHX,CMH,-22.0
WN,SAN,SMF,-15.0
AA,DFW,LGA,11.0
AA,SJU,MIA,-25.0
AA,FLL,ORD,-14.0
AA,DFW,BNA,-4.0
AA,PHX,JFK,-41.0
AA,CLT,DCA,-11.0
B6,BOS,BWI,223.0
B6,AUS,MCO,72.0
B6,BOS,SFO,-26.0
AS,ANC,OTZ,3.0
AS,DTW,SEA,-38.0
DL,STT,ATL,-23.0
EV,GRK,DFW,-20.0
NK,RSW,DTW,-9.0
OO,TUL,MSP,5.0
OO,MEM,IAH,-12.0
UA,MSP,DEN,67.0
AA,ORD,DFW,-1.0
EV,EWR,CLE,-8.0
OO,SEA,LAX,25.0
OO,SFO,SAN,-16.0
AS,KTN,SIT,-22.0
DL,ATL,BNA,-10.0
EV,SHV,DFW,-10.0
MQ,SAF,DFW,-16.0
MQ,ORD,RIC,-11.0
NK,LAS,IAH,-4.0
OO,CID,DEN,-7.0
MQ,ORD,BMI,-18.0
MQ,DFW,HSV,7.0
MQ,DFW,MLI,14.0
OO,DTW,ORD,0.0
UA,LAX,KOA,-10.0
AA,DFW,ATL,1.0
DL,FLL,ATL,-10.0
DL,ORD,ATL,-8.0
DL,SFO,ATL,-9.0
DL,TPA,ATL,-20.0
DL,PHL,ATL,1.0
EV,OKC,IAH,41.0
F9,DFW,CVG,-34.0
MQ,ORD,GRR,-4.0
MQ,ORD,LIT,-7.0
MQ,DFW,OMA,10.0
MQ,ORD,XNA,-4.0
NK,BWI,IAH,2.0
OO,MKE,SEA,42.0
OO,STL,PDX,-42.0
UA,BWI,ORD,-5.0
VX,DAL,LGA,19.0
VX,DAL,LAX,-4.0
WN,DAL,PHX,17.0
WN,DEN,PHX,29.0
WN,BNA,BWI,-21.0
WN,BWI,CMH,-12.0
WN,BWI,FLL,10.0
WN,BWI,RDU,42.0
WN,SMF,LAS,0.0
WN,DEN,SNA,-5.0
WN,IAD,LAS,1.0
WN,LAS,ALB,4.0
WN,OAK,MSY,5.0
WN,PHX,DEN,-13.0
WN,PHX,MSP,-7.0
WN,PIT,LAS,-6.0
WN,RNO,SAN,44.0
WN,SAN,SJC,-6.0
AA,DFW,DCA,-12.0
AA,DFW,STL,-10.0
AA,LAX,JFK,-46.0
AA,ORD,MIA,252.0
AA,BNA,DFW,25.0
AA,MIA,DFW,3.0
AA,DFW,EWR,-16.0
AA,CLT,LAX,5.0
AA,ORD,LGA,-30.0
AA,MCO,DFW,-7.0
B6,STT,SJU,-2.0
AS,ANC,SEA,-1.0
AS,SEA,LAS,16.0
AS,OGG,OAK,-36.0
DL,GSO,ATL,-26.0
DL,SAT,ATL,99.0
MQ,ORD,MSN,-19.0
OO,DCA,ORD,-17.0
B6,STX,SJU,-16.0
OO,JAC,LAX,10.0
OO,ORD,DTW,-1.0
UA,EWR,PHX,-8.0
OO,MBS,ORD,-11.0
MQ,DBQ,ORD,-5.0
MQ,DFW,BHM,-4.0
DL,CMH,ATL,-1.0
DL,CVG,ATL,-15.0
EV,HRL,IAH,-17.0
F9,DEN,DCA,-16.0
NK,LGA,DTW,-12.0
DL,LAX,LIH,-8.0
DL,HOU,ATL,301.0
DL,ATL,MSY,-17.0
DL,SLC,SEA,-14.0
DL,LGA,MIA,-31.0
DL,SLC,STL,-18.0
EV,DFW,SHV,-12.0
EV,EWR,DTW,-10.0
HA,HNL,LIH,-2.0
MQ,ORD,CMI,-6.0
MQ,DFW,SJT,-9.0
MQ,ORD,PIA,-6.0
MQ,ORD,ELP,10.0
MQ,ORD,OKC,2.0
NK,DFW,FLL,-8.0
NK,ATL,DTW,-10.0
OO,SLC,SJC,-18.0
OO,SLC,BOI,-15.0
OO,ORD,MEM,1.0
UA,IAH,MSY,-12.0
WN,BOI,LAS,7.0
WN,BOS,DEN,-13.0
WN,FLL,TPA,-8.0
WN,HOU,SAT,45.0
WN,MCO,PIT,18.0
WN,MDW,DEN,-4.0
WN,MSP,DEN,29.0
WN,MSY,HOU,-13.0
WN,PDX,SAN,-7.0
WN,PHX,ABQ,23.0
WN,PHX,LAS,-4.0
WN,PHX,SJC,-3.0
WN,SAT,DAL,15.0
WN,SFO,LAS,8.0
WN,SJC,LAX,-6.0
WN,SJU,FLL,18.0
AA,LGA,ORD,-12.0
AA,DFW,ORD,-20.0
AA,MIA,MCO,-8.0
B6,LAX,JFK,-40.0
AA,ORD,RSW,-8.0
AS,SFO,PDX,-9.0
AS,LAX,PDX,-6.0
EV,AMA,IAH,6.0
AA,LAX,HNL,-19.0
NK,TPA,ACY,-11.0
OO,SLC,PIH,-2.0
OO,SLC,BTM,-8.0
AA,OMA,DFW,-23.0
AA,ELP,DFW,-22.0
MQ,ORD,GRB,-16.0
OO,MSY,DEN,-21.0
OO,BUR,SFO,-24.0
AA,MIA,JFK,-5.0
AA,PBI,CLT,14.0
B6,SJU,STT,40.0
B6,FLL,SJU,-2.0
DL,SJU,ATL,-17.0
DL,BDL,ATL,-16.0
DL,LAX,SLC,18.0
DL,SLC,IAH,14.0
EV,DFW,TXK,3.0
F9,PHL,ORD,46.0
F9,MCO,LAX,3.0
HA,OGG,HNL,15.0
HA,LIH,HNL,11.0
MQ,DFW,CLL,-3.0
MQ,DFW,LCH,-6.0
MQ,ORD,MLI,-7.0
NK,DFW,DEN,-3.0
OO,SLC,HLN,-5.0
OO,SLC,TWF,6.0
OO,SLC,SUN,-18.0
OO,RNO,SFO,19.0
UA,HNL,ORD,-23.0
MQ,CMH,ORD,-5.0
VX,JFK,LAX,-14.0
WN,DCA,TPA,51.0
WN,BWI,PBI,2.0
WN,SMF,ONT,-10.0
WN,STL,HOU,21.0
WN,HRL,HOU,6.0
WN,LAS,PIT,6.0
WN,LGA,BNA,-3.0
WN,LGA,DEN,-19.0
WN,MCO,PVD,-17.0
WN,MDW,DTW,37.0
WN,PHX,BNA,-17.0
AA,DFW,JFK,-10.0
AA,MIA,DCA,130.0
AA,MIA,IAH,68.0
AA,ROC,CLT,-11.0
AA,ORD,PHL,2.0
B6,SRQ,BOS,-19.0
B6,MCO,SJU,-3.0
AA,MIA,STL,-18.0
AS,PSP,SFO,-11.0
AS,BNA,SEA,49.0
AS,MCI,SEA,-10.0
DL,SLC,ATL,-20.0
OO,RKS,DEN,-3.0
AS,CDV,YAK,-11.0
OO,FAR,DEN,-11.0
DL,ATL,LAS,5.0
EV,AVL,ATL,-18.0
EV,ATL,BHM,1.0
OO,ASE,IAH,6.0
AA,DCA,DFW,-2.0
B6,BOS,SAN,-11.0
DL,SLC,JAC,-13.0
DL,IAH,ATL,-17.0
DL,JFK,LAX,-26.0
DL,LGA,ATL,-28.0
DL,TPA,LGA,37.0
DL,MCO,JFK,2.0
DL,SLC,AUS,-11.0
DL,JAX,ATL,-21.0
DL,ATL,FLL,-9.0
DL,CLT,ATL,-22.0
EV,ORD,ELM,-13.0
EV,GNV,ATL,12.0
HA,HNL,ITO,-5.0
MQ,ORD,OMA,-13.0
MQ,DFW,ASE,12.0
MQ,ORD,RST,15.0
MQ,ORD,MSP,83.0
NK,CLE,ATL,107.0
NK,LAX,IAH,-9.0
OO,TUS,LAX,0.0
OO,ORD,MKE,-21.0
OO,SLC,BNA,-15.0
OO,RHI,MSP,-8.0
OO,SLC,TUS,5.0
UA,LAX,IAH,23.0
UA,EWR,LAX,2.0
OO,IAH,SAT,-2.0
OO,SLC,EKO,8.0
OO,MTJ,DEN,-15.0
VX,LAX,LAS,82.0
VX,LAS,SFO,-9.0
VX,IAD,LAX,-10.0
WN,DAL,BHM,21.0
WN,DAL,HOU,24.0
WN,DAL,SAN,-2.0
WN,DCA,AUS,-3.0
WN,DEN,LAS,21.0
WN,ATL,HOU,-8.0
WN,BWI,MCO,5.0
WN,STL,MCO,3.0
WN,TPA,MSY,-17.0
WN,HOU,DAL,-4.0
WN,LAS,SNA,-2.0
WN,MCI,DAL,69.0
WN,MCI,FLL,20.0
WN,MCO,PHX,-11.0
WN,MKE,ATL,-26.0
WN,MSP,ATL,19.0
WN,PDX,SJC,-6.0
WN,RDU,PHX,18.0
WN,RSW,MKE,-10.0
WN,SAT,ATL,-15.0
WN,SJC,LAS,50.0
AA,JFK,ORD,35.0
AA,JFK,AUS,1.0
AA,BOS,MIA,34.0
AA,DFW,EGE,14.0
AA,DFW,AUS,8.0
AA,STL,MIA,0.0
AA,MIA,LAX,-7.0
AA,MIA,BOS,-23.0
AA,DFW,SFO,-7.0
AA,ORD,SFO,26.0
AA,JFK,MIA,22.0
AA,DFW,BOS,-23.0
AA,AUS,DFW,-3.0
AA,DFW,MCO,-9.0
AA,TPA,PHL,-14.0
AA,DCA,TPA,-18.0
AA,BDL,CLT,0.0
AA,JFK,LAS,23.0
B6,EWR,MCO,0.0
B6,JFK,IAD,9.0
B6,JFK,BOS,-16.0
AS,DCA,PDX,-32.0
EV,DFW,TYR,-3.0
EV,IAH,JAN,-20.0
EV,CMH,EWR,4.0
UA,IAH,LAX,-22.0
OO,ORD,CLT,-4.0
AA,MIA,LGA,-16.0
UA,SFO,DEN,-21.0
UA,MIA,EWR,-21.0
B6,JFK,FLL,-5.0
OO,SLC,DEN,-15.0
UA,TPA,IAH,-1.0
B6,JFK,MCO,-10.0
DL,ATL,VPS,-11.0
HA,HNL,OGG,5.0
UA,DFW,DEN,-10.0
DL,SLC,MCO,47.0
EV,DFW,GPT,2.0
DL,SLC,SAN,-8.0
HA,LAX,HNL,-17.0
MQ,DFW,ABI,-3.0
OO,SLC,RAP,-2.0
UA,HNL,IAD,-35.0
WN,DAL,MSY,-14.0
WN,DEN,OMA,10.0
WN,BWI,ISP,-7.0
WN,TPA,PHX,3.0
WN,LAS,CMH,-21.0
WN,LAS,DSM,-4.0
WN,LAS,PHX,7.0
WN,LAS,STL,-10.0
WN,LAX,IND,-24.0
WN,LAX,MSY,-24.0
WN,MDW,EWR,-1.0
WN,MDW,TUL,13.0
WN,OMA,DAL,7.0
WN,SAN,PHX,66.0
AA,ORD,SEA,-20.0
AA,DFW,LAS,-8.0
AA,DFW,FLL,-7.0
AA,MCO,ORD,-13.0
AA,DFW,SMF,-6.0
AA,JFK,CLT,-8.0
AA,BWI,PHX,11.0
AA,MKE,PHX,-3.0
AA,SFO,PHX,-9.0
AA,FLL,PHX,-13.0
AA,DCA,PHX,31.0
AA,PIT,PHX,20.0
AA,PHL,MCO,-8.0
AA,BOS,CLT,-4.0
AA,DFW,TUS,-4.0
AS,PDX,LAS,0.0
DL,PIT,MSP,3.0
OO,HDN,DEN,-20.0
OO,IND,DEN,-4.0
UA,DEN,IAH,-10.0
OO,PHX,DEN,-24.0
UA,SFO,LAX,-17.0
UA,IAD,MCO,-20.0
DL,ATL,PIT,-6.0
EV,MAF,IAH,-17.0
MQ,ORD,SGF,-10.0
OO,SBP,LAX,5.0
DL,SLC,RNO,-19.0
DL,MCI,MSP,-31.0
DL,SLC,SFO,35.0
EV,DFW,ACT,50.0
F9,LAS,DEN,1.0
MQ,ORD,CLE,-21.0
MQ,ORD,CVG,-15.0
MQ,ORD,DSM,14.0
MQ,DFW,LAW,169.0
OO,SLC,OMA,-18.0
OO,FAT,SEA,-34.0
OO,SLC,IDA,-23.0
OO,SLC,RDM,-24.0
UA,IAD,EWR,-13.0
UA,IAD,IAH,0.0
OO,SLC,SGU,2.0
UA,OGG,ORD,54.0
VX,ORD,LAX,-14.0
VX,DCA,SFO,-34.0
WN,BDL,MDW,-4.0
WN,BWI,ATL,9.0
WN,EWR,BNA,15.0
WN,HOU,AUS,14.0
WN,IND,PHX,10.0
WN,LAS,IND,2.0
WN,MCO,GRR,-16.0
WN,MHT,MDW,20.0
WN,PHX,ELP,-7.0
WN,SAN,OAK,11.0
WN,SFO,LAX,1.0
AA,ORD,LAX,-7.0
AA,MIA,MCI,3.0
AA,DFW,ONT,-12.0
AA,DFW,LGA,-17.0
AA,DFW,SAN,5.0
AA,SAT,DFW,-12.0
AA,SJU,MIA,-22.0
AA,DFW,SJC,0.0
AA,SLC,PHX,-16.0
AA,MCO,PHX,57.0
AA,PHX,BWI,-32.0
AA,LGA,CLT,-21.0
AA,BWI,CLT,-9.0
B6,JAX,BOS,-16.0
AS,BOS,PDX,-59.0
AS,SLC,SEA,-31.0
AS,LAX,SEA,-24.0
AS,LAS,SEA,-23.0
EV,LFT,IAH,-23.0
OO,SLC,LGB,-9.0
UA,IAD,BOS,-26.0
AA,ORD,DCA,-5.0
UA,IAD,ORD,-2.0
OO,SNA,SFO,-27.0
AA,ORD,PHX,-9.0
EV,ELM,ORD,-10.0
MQ,ORD,DTW,-16.0
OO,OKC,LAX,0.0
UA,IAD,DEN,-16.0
AA,EWR,CLT,-2.0
DL,BOS,ATL,-19.0
DL,SLC,PHX,-9.0
DL,SLC,JFK,-20.0
DL,DFW,ATL,-23.0
DL,ATL,HSV,-11.0
DL,LAX,OGG,-9.0
DL,SLC,GEG,-17.0
OO,FSD,MSP,-5.0
OO,ICT,DEN,21.0
UA,EWR,MCO,-24.0
UA,SFO,KOA,-23.0
OO,MMH,SFO,-7.0
WN,CMH,LAS,20.0
WN,DAL,MCI,-4.0
WN,DEN,LAX,21.0
WN,DEN,MKE,19.0
WN,ABQ,LAX,2.0
WN,ABQ,MDW,1.0
WN,ALB,MDW,-12.0
WN,ATL,MDW,-9.0
WN,BWI,LAS,-15.0
WN,CHS,MDW,-15.0
WN,SNA,OAK,-7.0
WN,STL,BWI,3.0
WN,TPA,BDL,-12.0
WN,TUS,DEN,-19.0
WN,ELP,LAS,-5.0
WN,HOU,LAX,1.0
WN,MDW,DAL,-2.0
WN,OAK,BUR,16.0
WN,OAK,DAL,-15.0
WN,PHL,ATL,-18.0
WN,PHL,MDW,10.0
AA,DCA,LAX,51.0
AA,DFW,PHL,-8.0
AA,LGA,MIA,14.0
AA,DFW,PSP,5.0
AA,ORD,SNA,-10.0
AA,IAH,MIA,10.0
AA,STT,MIA,-14.0
AA,FLL,CLT,-1.0
AA,PBI,PHL,-17.0
AA,TPA,CLT,-14.0
AA,DTW,CLT,-6.0
AA,DFW,RNO,-6.0
B6,BOS,DCA,5.0
AS,ADK,ANC,-14.0
AS,BUR,SEA,-21.0
AS,BWI,SEA,-36.0
HA,HNL,OGG,-6.0
B6,JFK,CLT,3.0
B6,PBI,JFK,-13.0
NK,SJU,FLL,-9.0
OO,BUF,ORD,31.0
OO,MAF,DEN,-5.0
UA,MSP,IAH,36.0
NK,ORD,RSW,9.0
B6,LGB,SFO,-9.0
NK,STT,FLL,-31.0
AA,ORD,BOS,-34.0
DL,MSP,TPA,-2.0
DL,ATL,STL,-20.0
DL,ATL,DCA,-9.0
MQ,XNA,DFW,-4.0
MQ,DFW,OKC,-10.0
NK,ACY,RSW,-5.0
OO,SPI,ORD,-12.0
UA,LAX,ITO,-10.0
OO,OKC,DEN,0.0
VX,SEA,SFO,-21.0
WN,DAL,SAT,18.0
WN,BOS,CMH,-7.0
WN,BUR,OAK,10.0
WN,SMF,BUR,32.0
WN,TPA,BWI,1.0
WN,GEG,LAS,-9.0
WN,LAS,LAX,6.0
WN,MCI,BWI,-9.0
WN,MCO,DAL,-5.0
WN,MCO,IND,5.0
WN,MDW,BOS,-26.0
WN,MDW,BWI,-19.0
WN,OAK,LAX,22.0
WN,RSW,STL,31.0
WN,SAT,ELP,-5.0
WN,SFO,LAS,-16.0
WN,SFO,PHX,-25.0
AA,LAX,OGG,43.0
AA,MIA,SFO,17.0
AA,DFW,DEN,35.0
AA,MIA,LAS,-9.0
AA,MIA,SAT,-4.0
AA,EWR,MIA,11.0
AA,ORD,DEN,-6.0
AA,TPA,PHX,-8.0
AA,IAD,LAX,0.0
AA,MCO,CLT,-8.0
AA,MIA,CLT,4.0
AA,DCA,CLT,37.0
B6,ALB,MCO,-1.0
AS,EWR,SEA,-46.0
AS,ADQ,ANC,-16.0
AS,ORD,PDX,-51.0
AS,SEA,HNL,-17.0
HA,LIH,HNL,8.0
NK,LAS,ORD,-28.0
UA,IAD,TPA,-19.0
OO,SLC,SFO,-17.0
DL,SLC,MSP,-8.0
NK,LAS,DEN,7.0
B6,FLL,LGA,-18.0
DL,RDU,ATL,-13.0
OO,SFO,BUR,-19.0
B6,BOS,LAX,-10.0
DL,SLC,LAX,-9.0
MQ,BNA,ORD,-10.0
DL,MSP,ANC,-35.0
DL,ATL,ATW,-18.0
DL,ATL,DFW,-16.0
EV,GRR,ORD,-1.0
EV,ATL,EYW,-10.0
F9,PHL,RSW,19.0
F9,MCO,DEN,-12.0
NK,BOS,FLL,-4.0
OO,MSP,ISN,-13.0
OO,MSP,RAP,-18.0
UA,IAD,SFO,-13.0
VX,SAN,SFO,-10.0
WN,AUS,DAL,-5.0
WN,AUS,MCO,-13.0
WN,BOI,GEG,41.0
WN,BWI,BNA,8.0
WN,STL,DAL,32.0
WN,TPA,ATL,-4.0
WN,HOU,PHX,9.0
WN,LAS,SAN,-4.0
WN,LAS,SDF,27.0
WN,LAX,AUS,-7.0
WN,LAX,SFO,28.0
WN,OMA,MDW,-12.0
WN,RDU,BWI,-16.0
WN,RDU,DAL,10.0
AA,ATL,DFW,-14.0
AA,DFW,SEA,-12.0
AA,DFW,ORD,-38.0
AA,MIA,SJU,7.0
AA,DFW,JAC,7.0
AA,MCO,PHL,26.0
B6,BOS,PIT,-3.0
B6,SFO,LAS,-2.0
AA,JFK,EGE,-14.0
AS,SNA,SEA,-25.0
AS,SEA,LAX,-17.0
DL,MEM,ATL,-18.0
EV,EWR,GSP,8.0
EV,BHM,ATL,4.0
HA,ITO,OGG,13.0
OO,AUS,IAH,25.0
EV,ELM,DTW,-8.0
MQ,CVG,DFW,15.0
OO,SAT,IAH,-8.0
OO,LAX,SFO,25.0
OO,DEN,ASE,74.0
UA,SJU,IAD,-4.0
UA,SAN,SFO,33.0
AS,SCC,BRW,1.0
DL,MSP,MCI,96.0
EV,MSP,MDW,-3.0
HA,OGG,HNL,4.0
DL,JFK,PHX,3.0
EV,CRP,IAH,-5.0
EV,ATL,DHN,36.0
EV,ATL,MOB,18.0
F9,TTN,MCO,-8.0
OO,DEN,COS,6.0
UA,EWR,FLL,-9.0
UA,DEN,LAX,-11.0
DL,MSP,ATL,3.0
DL,MSP,GEG,-42.0
DL,DTW,SLC,-7.0
DL,MCO,ATL,-25.0
DL,LGA,ATL,-21.0
DL,LAX,KOA,-13.0
DL,ATL,ALB,-17.0
EV,ORD,TYS,4.0
EV,ORD,CHS,-10.0
EV,ATL,BTR,37.0
EV,ORD,BUF,0.0
MQ,JAX,MIA,-14.0
MQ,EVV,ORD,-14.0
MQ,DFW,AEX,37.0
MQ,GNV,MIA,-15.0
NK,SAN,DFW,-26.0
OO,ICT,ORD,-25.0
NK,ATL,BWI,-9.0
OO,PHX,PSP,9.0
