AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
OO,SEA,SLC,-3.0
OO,SLC,CPR,-23.0
OO,FWA,DTW,-11.0
OO,BIS,DEN,-17.0
OO,DEN,DFW,10.0
OO,DEN,MOT,-4.0
OO,ORD,AVL,-13.0
OO,APN,DTW,-3.0
UA,ORD,SFO,6.0
UA,ORD,CLE,-10.0
UA,SJU,IAH,-14.0
UA,EWR,SFO,50.0
UA,ORD,EWR,4.0
VX,AUS,SFO,-12.0
VX,MCO,LAX,-15.0
VX,LAX,DAL,80.0
WN,CMH,BWI,1.0
WN,DAL,HOU,-2.0
WN,DEN,MCI,-14.0
WN,DEN,PDX,-16.0
WN,ATL,LGA,-12.0
WN,ATL,TPA,-11.0
WN,BOS,BWI,-9.0
WN,STL,MDW,-9.0
WN,STL,OMA,35.0
WN,TPA,ALB,-20.0
WN,HOU,DAL,-1.0
WN,HOU,MAF,5.0
WN,IND,LAS,9.0
WN,LAX,MDW,-22.0
WN,MCO,MSY,-2.0
WN,MDW,ATL,-8.0
WN,MDW,LAX,-7.0
WN,OAK,SAN,4.0
WN,PDX,SNA,-14.0
AA,JFK,SAN,159.0
AA,JFK,LAX,37.0
AA,DTW,MIA,16.0
AA,ORD,LGA,-26.0
AA,MCI,ORD,-7.0
AA,DFW,LAX,96.0
AA,DCA,MCI,-8.0
AA,PHX,MCO,17.0
AA,PHX,IAH,50.0
AA,PHL,CLT,7.0
AA,DCA,BOS,-19.0
B6,JFK,BUR,-14.0
B6,BDL,MCO,15.0
B6,JFK,LAS,-8.0
AS,MCO,SAN,4.0
DL,MSP,DEN,-4.0
EV,PIA,DFW,-5.0
DL,ATL,LAX,-12.0
MQ,IND,ORD,1.0
MQ,ORD,CMH,-6.0
AA,BOS,ORD,-19.0
EV,MKE,IAH,-5.0
EV,ORD,GRB,-10.0
OO,SMF,SFO,-11.0
UA,ORD,MSN,20.0
HA,HNL,ITO,12.0
UA,MCO,LAX,-7.0
UA,RSW,EWR,-18.0
B6,DCA,PBI,-11.0
OO,ORD,DAY,-9.0
UA,ORD,DEN,-4.0
DL,ATL,PBI,0.0
DL,MSP,LAX,32.0
DL,ATL,SNA,0.0
DL,ATL,RSW,-9.0
DL,ATL,SJU,-1.0
DL,MSP,SNA,-21.0
DL,HNL,ATL,-30.0
DL,FLL,LGA,-2.0
DL,ATL,BWI,-15.0
DL,MSP,BIL,-35.0
DL,MSP,OMA,-6.0
EV,CHS,IAH,-1.0
EV,ORD,MHT,17.0
OO,PHX,LAX,-16.0
UA,DEN,DSM,-12.0
UA,DEN,IAH,-16.0
UA,ORD,IAH,24.0
UA,IAD,LAX,4.0
UA,IAD,SEA,-41.0
VX,LAX,SFO,-11.0
WN,DAL,STL,-13.0
WN,BWI,DAL,2.0
WN,SMF,SAN,-5.0
WN,SNA,MCI,-19.0
WN,DEN,STL,5.0
WN,HOU,PNS,30.0
WN,LAS,CLE,-13.0
WN,LAS,SMF,0.0
WN,LGA,MCI,-17.0
WN,MCI,DEN,2.0
WN,MCI,MKE,-3.0
WN,MCO,CMH,7.0
WN,MSY,BWI,-16.0
WN,OAK,LAS,109.0
WN,PBI,BWI,19.0
WN,PWM,BWI,14.0
WN,SJC,DAL,-4.0
AA,DCA,MIA,1.0
AA,MIA,LGA,8.0
AA,CLT,PHL,21.0
AA,DFW,PHX,62.0
AA,PHX,SEA,-13.0
AA,PHX,SMF,-12.0
AA,PHL,MIA,50.0
AA,STT,PHL,-21.0
AA,DCA,RSW,-17.0
AA,PBI,DCA,-16.0
B6,BOS,MCO,-11.0
B6,MCO,HPN,30.0
B6,HOU,BOS,-25.0
B6,PBI,BOS,10.0
B6,RSW,JFK,-9.0
B6,SJU,FLL,11.0
AA,IAD,MIA,-14.0
AS,SMF,SEA,-22.0
EV,IAH,MFE,6.0
B6,PBI,DCA,33.0
EV,IAH,LCH,-16.0
EV,IAH,BRO,-1.0
EV,IAH,HRL,-3.0
OO,IAH,COS,-20.0
UA,BOS,LAX,-18.0
OO,DEN,XNA,-6.0
DL,ROC,ATL,371.0
DL,MSP,MCO,47.0
NK,BWI,ORD,0.0
EV,IAH,CRP,1.0
UA,ORD,LAX,-14.0
UA,DEN,SFO,-11.0
AA,BNA,DFW,10.0
AA,DFW,LAS,61.0
B6,BOS,LGB,-15.0
B6,BOS,PBI,87.0
EV,PWM,EWR,4.0
EV,EWR,PWM,9.0
UA,PDX,SFO,-4.0
DL,MSP,SFO,-6.0
DL,ATL,JAX,1.0
DL,MSP,SEA,-39.0
DL,SEA,HNL,34.0
DL,ATL,JFK,-16.0
DL,ATL,RDU,-15.0
DL,SEA,OGG,-8.0
DL,SLC,BIL,-8.0
F9,DCA,DEN,3.0
F9,SFO,DEN,-19.0
OO,PHX,YUM,-7.0
OO,DEN,RAP,16.0
UA,ORD,DFW,-14.0
UA,SJU,EWR,-3.0
OO,DEN,TUL,28.0
WN,DAL,MDW,10.0
WN,ATL,BWI,43.0
WN,AUS,BWI,-6.0
WN,BDL,BWI,-24.0
WN,HOU,LAS,33.0
WN,HOU,OKC,-10.0
WN,IAD,MDW,-5.0
WN,LAS,BUR,6.0
WN,LAS,SEA,17.0
WN,MCO,RDU,53.0
WN,MDW,BNA,-4.0
WN,MKE,MCO,37.0
WN,PHX,LAX,29.0
AA,LAX,BNA,-19.0
AA,DFW,SLC,-1.0
AA,PHX,RNO,-14.0
AA,PHX,SJC,-12.0
AA,DTW,PHX,0.0
AA,ATL,CLT,-17.0
AA,CLT,BWI,5.0
AA,CLT,RIC,1.0
B6,EWR,FLL,-8.0
AS,PHL,SEA,-59.0
AS,SAN,SEA,-25.0
AS,LAX,SEA,-21.0
AS,PDX,LAX,-7.0
UA,ORD,MCO,-16.0
UA,IAH,LAX,14.0
AA,ORD,PDX,-52.0
AA,MSY,DFW,-11.0
UA,IAH,LGA,-39.0
UA,IAH,DFW,-12.0
UA,DEN,IAD,-25.0
B6,BOS,PHX,-19.0
EV,IAH,MCI,-17.0
EV,IAH,ELP,-8.0
OO,MSP,ICT,-24.0
UA,ORD,ORF,-4.0
AA,BOS,JFK,-21.0
EV,IAH,AEX,-21.0
HA,KOA,HNL,9.0
MQ,DFW,LIT,49.0
NK,DTW,FLL,-1.0
OO,IAH,SLC,-18.0
OO,IAH,TUS,5.0
AA,MIA,MCO,3.0
DL,MSP,LAS,-6.0
DL,FLL,ATL,10.0
DL,ATL,LGA,-26.0
DL,ATL,MSP,-20.0
DL,SJU,JFK,9.0
DL,MIA,ATL,-15.0
DL,ATL,GPT,-13.0
DL,MSP,RSW,-11.0
DL,MSP,MSO,-34.0
DL,IAD,ATL,-23.0
DL,ATL,IAD,-14.0
DL,RIC,ATL,-19.0
DL,MSP,SJC,-33.0
DL,ATL,TPA,-11.0
DL,ATL,ECP,-8.0
EV,OMA,IAH,-16.0
F9,DEN,MSO,53.0
F9,PHL,IAH,-10.0
F9,ATL,MSY,16.0
HA,HNL,OGG,-8.0
MQ,ORD,GRR,-6.0
NK,LAX,ORD,-33.0
OO,PHX,TUS,-7.0
OO,DEN,ISN,14.0
OO,DEN,BIS,1.0
OO,MSP,ABR,45.0
UA,ORD,BTV,-1.0
VX,BOS,LAX,-7.0
VX,DAL,SFO,42.0
VX,SFO,LAX,-4.0
WN,DAL,AMA,76.0
WN,DEN,HOU,17.0
WN,ATL,FLL,27.0
WN,BNA,DCA,-18.0
WN,BWI,AUS,5.0
WN,STL,MSY,16.0
WN,FLL,AUS,7.0
WN,LAS,AMA,-8.0
WN,LAS,TUL,20.0
WN,LGA,MDW,-31.0
WN,MDW,GSP,-12.0
WN,OMA,PHX,63.0
WN,PIT,MCO,13.0
WN,SJC,BUR,3.0
AA,LGA,ORD,-13.0
AA,PHL,ORD,-3.0
AA,DFW,LAX,61.0
AA,CLT,PHX,67.0
AA,LAX,PHX,-16.0
AA,CMH,PHX,30.0
AA,PHL,STT,9.0
AA,PHL,DFW,82.0
AA,CLT,ATL,46.0
B6,FLL,JAX,87.0
B6,FLL,EWR,-15.0
AS,FAI,SEA,62.0
AS,PHX,ANC,-43.0
AS,SEA,OGG,-22.0
OO,DEN,SLC,-14.0
UA,ORD,ALB,-27.0
OO,SFO,SLC,-18.0
EV,PVD,EWR,-6.0
MQ,SGF,DFW,-13.0
UA,DEN,FLL,-9.0
UA,IAH,DEN,-7.0
DL,MSP,PHX,-20.0
EV,DFW,BTR,-10.0
OO,IAH,ICT,-12.0
UA,ORD,BWI,-22.0
UA,ORD,CMH,43.0
UA,ORD,TPA,15.0
AA,IAH,DFW,-20.0
AS,KTN,SEA,-6.0
DL,BWI,ATL,-17.0
DL,ATL,BOS,-22.0
DL,ATL,MSY,-11.0
DL,PBI,ATL,-18.0
EV,ORD,SAV,-4.0
EV,MSP,OKC,-25.0
F9,RSW,STL,-13.0
MQ,CLT,SGF,23.0
MQ,MHK,DFW,0.0
NK,MCO,ORD,-8.0
NK,LBE,MCO,73.0
OO,DRO,PHX,-22.0
NK,MSY,ORD,-13.0
EV,ATL,JAN,-19.0
UA,DEN,MIA,-20.0
UA,IAH,SAN,-3.0
UA,DEN,ORD,-28.0
UA,DEN,BOS,-34.0
WN,DEN,DAY,-4.0
WN,DEN,IAD,-12.0
WN,DEN,IND,-12.0
WN,DEN,PIT,-14.0
WN,BNA,MCO,-19.0
WN,BUF,MDW,14.0
WN,BUR,SJC,-9.0
WN,BWI,MHT,4.0
WN,BWI,OKC,56.0
WN,FLL,MDW,-19.0
WN,LAS,MKE,-18.0
WN,LAX,PHX,-5.0
WN,MCO,MDW,-12.0
WN,MDW,MSP,-17.0
WN,MDW,PHX,3.0
WN,PHX,LAS,-10.0
WN,SAT,MDW,-8.0
AA,ORD,SJC,60.0
AA,LGA,DFW,-25.0
AA,DFW,IAH,142.0
AA,MCO,MIA,-12.0
AA,PHX,PDX,-16.0
AA,PHX,DFW,6.0
AA,CLT,TPA,-5.0
AA,CLT,ORD,0.0
AA,STL,PHX,-1.0
AA,PHL,IND,-16.0
AA,TPA,MIA,-8.0
B6,RDU,BOS,-10.0
B6,LGA,MCO,-8.0
B6,SJU,BOS,0.0
AS,SJC,SEA,-15.0
AS,IAH,SEA,-24.0
AS,BLI,HNL,-7.0
OO,LAX,SAN,21.0
AA,IND,LAX,-2.0
B6,ORD,JFK,-22.0
OO,MFR,SFO,-12.0
UA,DEN,TPA,14.0
MQ,BWI,ORD,-20.0
OO,HYS,DEN,0.0
MQ,MAF,DFW,67.0
UA,EWR,RDU,-12.0
UA,IAH,SMF,-5.0
UA,IAH,SFO,-9.0
UA,IAH,ORD,-43.0
DL,ATL,SFO,-19.0
DL,BUF,ATL,36.0
EV,ORD,GSO,-10.0
OO,DEN,BNA,3.0
UA,ORD,RDU,-15.0
AA,CLT,DTW,-8.0
AA,STL,ORD,2.0
B6,BUF,BOS,-24.0
DL,SEA,JNU,-15.0
DL,ATL,SLC,4.0
DL,LGA,FLL,-36.0
DL,JFK,ATL,-25.0
DL,TPA,ATL,-16.0
DL,ATL,MCO,-7.0
DL,SFO,HNL,-8.0
DL,MSP,PDX,-42.0
EV,LFT,DFW,-19.0
OO,SFO,MCI,-44.0
UA,IAD,PHX,-20.0
UA,IAD,SFO,17.0
UA,MCO,SFO,-5.0
WN,DAL,LAS,7.0
WN,DAL,LAX,63.0
WN,DCA,MDW,-4.0
WN,DEN,PHX,11.0
WN,ABQ,DAL,3.0
WN,ALB,BWI,-18.0
WN,AUS,LAX,3.0
WN,HOU,ATL,14.0
WN,LAS,SLC,1.0
WN,LAX,HOU,10.0
WN,MSY,HOU,-5.0
WN,MSY,STL,-13.0
WN,PDX,SMF,-11.0
WN,RDU,LAS,29.0
WN,ROC,BWI,-17.0
WN,SEA,SNA,-3.0
AA,STL,LAX,16.0
AA,RDU,ORD,142.0
AA,TUL,DFW,12.0
AA,DFW,SAT,-7.0
AA,PHX,SLC,-16.0
AA,PHL,SFO,-29.0
AA,IAH,PHL,-7.0
AA,RDU,PHL,-4.0
AA,RDU,CLT,-3.0
AA,CLT,JAX,-7.0
AA,JAX,CLT,12.0
AA,RIC,CLT,6.0
B6,BOS,IAD,-17.0
B6,FLL,RDU,-11.0
B6,MCO,JFK,-1.0
B6,BWI,FLL,16.0
B6,RSW,DCA,39.0
AS,RDU,SEA,30.0
NK,TPA,CLE,46.0
EV,BWI,IAH,-15.0
NK,IAH,MSY,70.0
OO,SFO,EUG,31.0
UA,ORD,PHL,-12.0
EV,MLU,DFW,-21.0
MQ,ICT,DFW,-6.0
DL,ATL,SAN,8.0
EV,ICT,ORD,-36.0
HA,LIH,HNL,-4.0
OO,SBN,DTW,4.0
UA,EWR,SAT,136.0
UA,ORD,BOS,-31.0
AA,MSP,PHX,11.0
AA,CLT,BNA,3.0
AA,CLT,PWM,-10.0
B6,EWR,BOS,-19.0
B6,DCA,BDL,-7.0
DL,DCA,ATL,-30.0
DL,LGA,ATL,-18.0
DL,ATL,PNS,-16.0
DL,LGA,MCO,-20.0
DL,EWR,ATL,-25.0
EV,LGA,BGR,-28.0
F9,ORD,DEN,56.0
F9,DEN,LAS,-9.0
F9,TPA,PHL,-13.0
HA,HNL,KOA,13.0
OO,FLG,PHX,-1.0
OO,SEA,FAT,5.0
OO,ORD,FWA,-9.0
OO,ORD,PAH,-13.0
UA,DEN,OKC,-8.0
UA,IAH,LAS,4.0
UA,LAX,OGG,-1.0
OO,ORD,CMX,-7.0
VX,DAL,LAS,36.0
WN,CMH,DEN,9.0
WN,BHM,BWI,-28.0
WN,SNA,LAS,-14.0
WN,TPA,PHL,-4.0
WN,TPA,SJU,4.0
WN,HOU,DAL,-14.0
WN,HOU,HRL,7.0
WN,LAX,OAK,-3.0
WN,MCI,OAK,0.0
WN,OAK,ONT,-12.0
WN,OAK,SEA,9.0
WN,PHL,STL,-12.0
WN,PIT,MDW,11.0
WN,RIC,ATL,17.0
WN,RNO,LAS,21.0
WN,SJU,BWI,-7.0
AA,OGG,DFW,22.0
AA,LAX,KOA,-8.0
AA,CLT,SJU,62.0
AA,DFW,DCA,-26.0
AA,SEA,PHX,-2.0
AA,PDX,PHX,35.0
AA,ATL,PHX,-7.0
AA,PHL,LAS,-17.0
AA,PHX,LAX,68.0
AA,IND,PHX,29.0
AA,PHL,SAN,-2.0
AA,CLT,ORF,-3.0
AA,DCA,MCO,-19.0
B6,JFK,RSW,-4.0
B6,MCO,SJU,-2.0
AA,LAX,DFW,-14.0
AS,ANC,SEA,5.0
AS,ONT,SEA,-16.0
AS,SEA,LIH,-19.0
EV,CVG,ORD,-20.0
NK,ORD,LGA,-26.0
NK,DTW,DEN,28.0
UA,SFO,LAS,-18.0
B6,SEA,LGB,-11.0
UA,LAX,DEN,-24.0
AA,PHL,LAX,-22.0
EV,ORD,SCE,-3.0
MQ,ORD,CID,-13.0
MQ,CVG,MIA,81.0
HA,HNL,ITO,9.0
B6,CLT,BOS,5.0
DL,HNL,MSP,-17.0
DL,ATL,DEN,-15.0
NK,LAX,LAS,39.0
OO,PSP,PHX,-3.0
OO,PHX,BFL,-15.0
UA,FLL,SFO,-17.0
OO,IAH,ASE,-28.0
VX,SFO,OGG,9.0
VX,SFO,SAN,-16.0
WN,DAL,LIT,11.0
WN,DAL,TUL,-11.0
WN,DEN,JAX,-12.0
WN,ATL,MCO,-10.0
WN,AUS,OAK,10.0
WN,BUR,SMF,-5.0
WN,SMF,PHX,41.0
WN,FLL,BWI,-21.0
WN,FLL,CMH,-16.0
WN,FLL,HOU,-28.0
WN,LAS,OAK,9.0
WN,LAS,OMA,-12.0
WN,LAX,DAL,7.0
WN,LAX,SJC,-4.0
WN,MDW,LAS,-7.0
WN,MDW,MCI,31.0
WN,PHX,MKE,-4.0
WN,PHX,OAK,-16.0
WN,SLC,PHX,89.0
AA,DCA,JFK,-27.0
AA,PHL,SJU,26.0
AA,IAH,PHX,-10.0
AA,CLT,SEA,-27.0
AA,PHL,SJU,-76.0
AA,CLT,EWR,-12.0
AA,PHL,RSW,-21.0
AA,CLT,SFO,-18.0
AA,CLT,RDU,-7.0
AA,CLT,IAH,14.0
B6,BDL,SJU,-18.0
AS,SFO,SEA,13.0
AS,LAX,SEA,-11.0
EV,EWR,BTV,-11.0
F9,PHX,SFO,-33.0
OO,MCI,SFO,8.0
MQ,AMA,DFW,18.0
UA,ORD,IAD,21.0
B6,SJU,MCO,-14.0
B6,LGB,PDX,-10.0
UA,BOS,SFO,-33.0
UA,PHL,SFO,-15.0
UA,IAH,SEA,-25.0
AA,SAT,DFW,-16.0
DL,PDX,HNL,-15.0
F9,DFW,DEN,-17.0
F9,LAX,DEN,9.0
F9,CLE,MCO,43.0
MQ,MSN,ORD,-18.0
OO,PHX,SBA,-17.0
OO,PDX,ONT,-12.0
OO,SEA,LAS,-24.0
OO,SEA,GEG,-13.0
OO,DAY,ORD,12.0
OO,SFO,RDM,-12.0
UA,SFO,LAX,-16.0
UA,SFO,SEA,-12.0
WN,DAL,OKC,-9.0
WN,DCA,DAL,-15.0
WN,DEN,BOS,-13.0
WN,DEN,FLL,-21.0
WN,DEN,RDU,-20.0
WN,AUS,HOU,7.0
WN,CHS,BNA,-3.0
WN,TPA,PIT,18.0
WN,FLL,BDL,-8.0
WN,MDW,CLE,-11.0
WN,SAN,SAT,23.0
WN,SLC,LAS,-9.0
AA,DFW,AUS,2.0
AA,CLT,SAN,0.0
AA,PHX,LAS,-6.0
AA,PHX,ONT,-13.0
AA,PHX,SAN,27.0
AA,PHX,SFO,-14.0
AA,CLT,PIT,-14.0
AA,PHL,PHX,-4.0
AA,PHL,TPA,-21.0
B6,SWF,MCO,-6.0
B6,JFK,PBI,-7.0
B6,FLL,DTW,159.0
AS,SEA,ORD,0.0
AS,TPA,SEA,-48.0
UA,EWR,FLL,5.0
AA,OKC,DFW,-14.0
B6,JFK,MCO,-20.0
B6,JFK,LGB,-10.0
DL,ATL,ORF,-17.0
EV,ATL,BHM,5.0
MQ,RIC,ORD,11.0
UA,RDU,EWR,-6.0
HA,OGG,HNL,-4.0
MQ,MDT,ORD,-26.0
OO,LAX,COS,-10.0
B6,STT,SJU,30.0
B6,OAK,LGB,-1.0
EV,ORD,ROC,-22.0
AA,CLT,BDL,9.0
AA,CLT,BOS,-21.0
DL,MSY,ATL,-15.0
F9,DEN,MSP,0.0
MQ,PIT,ORD,6.0
MQ,DFW,BMI,-22.0
MQ,ROC,ORD,-33.0
MQ,SYR,ORD,-33.0
MQ,DFW,CVG,1.0
NK,BWI,FLL,-16.0
OO,LAX,SLC,-7.0
OO,GJT,PHX,2.0
OO,PDX,BUR,-20.0
UA,IAH,SNA,-1.0
UA,EWR,PBI,127.0
UA,IAH,PHX,-12.0
UA,EWR,MCO,-25.0
WN,DAL,MCO,16.0
WN,DEN,BDL,-25.0
WN,DEN,PHL,-13.0
WN,AUS,SJC,8.0
WN,BNA,MDW,52.0
WN,BWI,DTW,-15.0
WN,BWI,FLL,-26.0
WN,BWI,MDW,-7.0
WN,SMF,LAS,-3.0
WN,TPA,MDW,-16.0
WN,LAS,MDW,-31.0
WN,LAS,PDX,-13.0
WN,LAX,PDX,0.0
WN,LGA,IND,-10.0
WN,MCO,SJU,31.0
WN,OAK,BUR,-7.0
WN,OAK,LAS,6.0
WN,PHX,ABQ,-15.0
WN,PHX,SLC,-12.0
WN,SAN,SFO,-4.0
WN,SAT,HOU,31.0
WN,SJC,AUS,-13.0
AA,MIA,DFW,-8.0
AA,MCO,LAX,130.0
AA,DFW,MIA,-4.0
AA,BOS,MIA,-13.0
AA,LAX,SFO,-9.0
AA,STX,MIA,-6.0
AA,MIA,ORD,-11.0
AA,CLT,DFW,-19.0
AA,PHX,DEN,-10.0
AA,PHX,SNA,-9.0
AA,CLT,LAX,-1.0
AA,SJU,PHL,57.0
B6,MCO,BDL,-2.0
AS,PDX,SFO,11.0
AS,SAN,PDX,-16.0
AS,BOS,SAN,-50.0
DL,MCO,LAX,-4.0
EV,SHV,DFW,-42.0
NK,TPA,IAH,7.0
UA,ORD,BDL,-13.0
B6,JAX,JFK,11.0
MQ,CLL,DFW,-20.0
B6,FLL,JFK,37.0
OO,MKE,ORD,-25.0
DL,PBI,LGA,3.0
EV,DFW,TYS,-8.0
EV,TXK,DFW,15.0
MQ,DFW,MKE,12.0
MQ,CLE,ORD,-7.0
MQ,BMI,ORD,-27.0
MQ,SJT,DFW,-15.0
MQ,ORD,PIT,-8.0
MQ,ORD,MQT,40.0
OO,SEA,PDX,-9.0
UA,IAD,PDX,-27.0
WN,DAL,ELP,32.0
WN,DEN,DTW,-22.0
WN,DEN,MSP,11.0
WN,ABQ,OAK,21.0
WN,BWI,RDU,17.0
WN,TPA,ISP,22.0
WN,DEN,SDF,-14.0
WN,DEN,TPA,-8.0
WN,ELP,DAL,-18.0
WN,LAS,DAL,-4.0
WN,MCI,MDW,9.0
WN,MCO,ALB,-19.0
WN,MCO,STL,-16.0
WN,MDW,OMA,1.0
WN,PHX,ELP,-2.0
WN,RSW,MDW,-6.0
WN,SJC,ONT,28.0
AA,LGA,DFW,-13.0
AA,DFW,MCI,-14.0
AA,DFW,CMH,-24.0
AA,DFW,TPA,-18.0
AA,DFW,ORD,-35.0
AA,DFW,RDU,-5.0
AA,DFW,ATL,-10.0
AA,CLT,MIA,11.0
AA,PHL,MCO,39.0
AA,CLT,MCO,5.0
AS,SEA,KOA,-26.0
AA,DFW,STL,-22.0
AA,DFW,MSY,91.0
AA,MIA,STT,-10.0
AS,SEA,SJC,-3.0
EV,FSM,DFW,3.0
B6,TPA,HPN,229.0
MQ,PIA,ORD,-26.0
MQ,BUF,ORD,-12.0
EV,ORD,TYS,-10.0
B6,DCA,FLL,-8.0
HA,ITO,HNL,-11.0
OO,FWA,ORD,5.0
MQ,ORD,IND,-20.0
MQ,GRB,ORD,-32.0
MQ,ABI,DFW,0.0
MQ,ORD,BNA,-6.0
OO,LAX,TUS,-6.0
DL,JFK,DEN,-13.0
DL,SEA,PHX,22.0
DL,LGA,MIA,-22.0
DL,ATL,CAE,-2.0
EV,TYR,DFW,-23.0
EV,ATL,CHA,-15.0
F9,DEN,ORD,-1.0
HA,HNL,OGG,-9.0
HA,OGG,HNL,-5.0
MQ,ORD,HPN,-24.0
MQ,ORD,MEM,-20.0
OO,CHO,ORD,-23.0
WN,DAL,RDU,12.0
WN,DCA,BNA,-14.0
WN,ATL,DEN,-1.0
WN,ATL,LAS,-16.0
WN,BNA,ECP,2.0
WN,TPA,DAL,5.0
WN,DTW,MDW,-23.0
WN,LAS,ELP,7.0
WN,LAS,PHX,-2.0
WN,LAS,SFO,17.0
WN,MDW,STL,12.0
WN,MDW,TPA,-14.0
WN,MEM,BWI,-4.0
WN,MSY,MCO,-16.0
WN,PHL,DEN,-26.0
WN,PHX,DAL,-3.0
WN,SAT,PHX,12.0
AA,JFK,SEA,-23.0
AA,ORD,DFW,-21.0
AA,CLT,DEN,-1.0
AA,CLT,STL,-7.0
AA,PHL,PBI,-12.0
AA,CLT,FLL,-10.0
AA,PIT,PHL,-20.0
AA,DFW,DTW,-17.0
B6,LGB,SEA,-13.0
B6,TPA,LGA,12.0
B6,LAS,LGB,26.0
B6,MCO,BOS,32.0
B6,FLL,PHL,0.0
AS,PSP,SEA,-24.0
EV,ACT,DFW,55.0
EV,GRR,IAH,9.0
HA,HNL,LIH,9.0
AS,SIT,JNU,-8.0
AA,DCA,ORD,-27.0
NK,ACY,MCO,122.0
NK,IAH,ORD,-25.0
OO,ASE,LAX,-20.0
AA,ORD,AUS,-7.0
DL,JFK,SFO,-39.0
UA,EWR,LAX,-30.0
DL,LGA,PBI,-31.0
DL,JAX,ATL,-14.0
EV,DFW,CAE,36.0
DL,JFK,PDX,-41.0
F9,TTN,CLT,1.0
F9,DEN,PHX,2.0
MQ,DFW,ABI,-13.0
MQ,DFW,CMI,-18.0
MQ,DFW,BIS,-19.0
NK,ORD,FLL,20.0
NK,FLL,IAH,-7.0
UA,SAN,SFO,-10.0
UA,IAH,BOS,-29.0
OO,LAX,FAT,-21.0
MQ,ORD,MDT,-6.0
NK,LGA,MYR,-7.0
NK,LAS,SAN,3.0
VX,ORD,SFO,-19.0
VX,FLL,SFO,-24.0
VX,SFO,LAS,11.0
VX,SFO,LAX,-9.0
WN,AUS,MDW,-12.0
WN,CAK,ATL,-1.0
WN,SMF,SAN,16.0
WN,TPA,DEN,0.0
WN,TPA,MHT,53.0
WN,IND,MCO,-21.0
WN,MDW,PIT,-17.0
WN,SAN,LAS,4.0
WN,SEA,SMF,-10.0
WN,SJC,PDX,-1.0
AA,DFW,LGA,-7.0
AA,ORD,CLT,-24.0
AA,MIA,DCA,-12.0
AA,MIA,STX,11.0
AA,DEN,PHX,-4.0
AA,PHL,SEA,-48.0
AA,PHL,CLT,-32.0
AA,BOS,PHL,-1.0
AA,CLT,LGA,-2.0
AA,PHL,IAH,42.0
B6,BUF,JFK,-22.0
B6,MCO,EWR,0.0
AS,YAK,JNU,-34.0
AS,SAT,SEA,-22.0
AS,AUS,SEA,-19.0
OO,SFO,BOI,-20.0
AA,SJU,MIA,6.0
MQ,LAW,DFW,148.0
AA,DFW,IND,-26.0
AA,DFW,ORF,-21.0
OO,ABQ,LAX,-22.0
UA,IAH,LAX,14.0
B6,JFK,SJC,17.0
DL,TPA,LAX,0.0
MQ,ORD,BUF,-15.0
NK,ATL,DFW,-6.0
AA,ORD,ATL,-17.0
DL,MIA,MCO,0.0
EV,DFW,TLH,-6.0
MQ,ORD,CVG,-16.0
NK,DTW,TPA,-20.0
OO,SFO,RNO,-16.0
VX,LAS,SFO,16.0
WN,DEN,MDW,-23.0
WN,FLL,ISP,-5.0
WN,GSP,HOU,-17.0
WN,LAS,LAX,58.0
WN,LAS,MSY,-23.0
WN,LAX,LAS,35.0
WN,MKE,MCO,-20.0
WN,SAN,SEA,15.0
AA,ATL,LAX,-5.0
AA,ORD,JFK,-35.0
AA,RDU,MIA,-2.0
