AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
WN,DTW,STL,3.0
WN,HOU,BHM,0.0
WN,SJU,MCO,-22.0
AA,ORD,STL,-11.0
AA,DFW,FLL,-17.0
AA,CLT,JFK,1.0
AA,DFW,MFE,-3.0
AA,DFW,PBI,-12.0
AA,DFW,CLE,-30.0
AA,DFW,RDU,-22.0
AA,DFW,BOS,-46.0
AA,CLT,PHL,-8.0
AA,CLT,MIA,-5.0
AA,CLT,EWR,-21.0
AS,JNU,SEA,-25.0
AS,PDX,SJC,-9.0
MQ,ORD,MHK,2.0
NK,FLL,LGA,-15.0
UA,ORD,PHX,6.0
UA,EWR,LAS,41.0
OO,RNO,LAX,-27.0
OO,SFO,SNA,-8.0
AA,DFW,MSY,-20.0
DL,DTW,MIA,-19.0
EV,IAH,GPT,-17.0
HA,OGG,HNL,-10.0
HA,ITO,HNL,-8.0
MQ,DFW,JAN,34.0
MQ,MIA,CVG,-2.0
AA,MIA,IAD,-4.0
AA,MIA,DEN,-9.0
AA,DFW,MIA,-5.0
DL,ATL,SNA,-4.0
EV,DFW,MLU,-16.0
F9,DTW,DEN,-27.0
MQ,ORD,BMI,19.0
MQ,DFW,MGM,23.0
MQ,DFW,GRI,-11.0
MQ,ORD,MLI,-12.0
MQ,ORD,CID,4.0
MQ,DFW,SGF,2.0
OO,PHX,SFO,-17.0
OO,RDM,SFO,-24.0
WN,STL,DTW,-16.0
WN,DEN,STL,-2.0
WN,DEN,TUL,17.0
WN,HOU,CLT,-22.0
WN,HOU,TPA,-10.0
AA,MIA,DFW,0.0
AA,DFW,STL,-24.0
AA,DFW,MKE,-24.0
AA,DFW,CMH,-23.0
AA,DFW,PHL,-30.0
AA,DFW,RSW,-20.0
AA,DFW,PHX,2.0
AA,CLT,RSW,22.0
AA,CLT,LAX,-12.0
AA,CLT,ORF,-13.0
AA,PHL,BOS,-19.0
B6,BOS,DTW,52.0
B6,BOS,BWI,-8.0
B6,LGB,OAK,14.0
B6,LGB,SMF,-3.0
B6,FLL,LGA,27.0
HA,KOA,HNL,9.0
MQ,ORD,TVC,98.0
MQ,ORD,CWA,-12.0
B6,BOS,TPA,25.0
MQ,ORD,CMI,-6.0
AA,MIA,MCO,-2.0
AA,MIA,MSP,12.0
AA,MIA,BOS,9.0
AA,MIA,LAS,1.0
EV,DFW,PIA,-12.0
MQ,DFW,MOB,8.0
MQ,ORD,DSM,0.0
EV,DFW,SHV,24.0
MQ,DFW,MHK,-23.0
NK,LAS,LAX,-2.0
UA,EWR,BOS,-17.0
WN,LAS,SEA,1.0
WN,MCO,MDW,-7.0
AA,DFW,ORD,-41.0
AA,ORD,LAX,5.0
AA,DFW,EWR,-34.0
AA,DCA,MIA,103.0
AA,DFW,BNA,29.0
AA,CLT,FLL,-6.0
AA,PHL,LAS,-3.0
AA,CLT,SFO,-11.0
AA,SLC,PHX,-9.0
AA,DFW,CLT,-19.0
AA,CLT,IAH,16.0
AA,CLT,BOS,-18.0
AA,CLT,BUF,-3.0
AA,CLT,BWI,-19.0
AA,CLT,LGA,-14.0
B6,FLL,SWF,12.0
AS,SEA,SJC,-10.0
AS,SEA,PHX,9.0
AS,SLC,PDX,-29.0
OO,LAX,SBA,-17.0
UA,SFO,SAN,-12.0
NK,DTW,RSW,-11.0
MQ,ORD,MSN,-11.0
MQ,ORD,COU,29.0
AA,MIA,SEA,-19.0
AA,MIA,TPA,30.0
AA,MIA,EWR,-3.0
EV,DFW,JLN,-18.0
EV,DFW,VPS,13.0
F9,DEN,STL,7.0
MQ,ORD,HSV,-7.0
MQ,DFW,GGG,-14.0
OO,ORD,ICT,-5.0
OO,SEA,BOI,-6.0
NK,FLL,DFW,-9.0
OO,SEA,MSO,-11.0
UA,IAH,MIA,-3.0
UA,SFO,LAS,-18.0
WN,CMH,MCO,0.0
WN,ATL,MCO,-7.0
WN,BWI,MCO,-15.0
WN,MCO,SJU,16.0
AA,DFW,DAY,-17.0
AA,ORD,TUS,-3.0
AA,DFW,SAT,-5.0
AA,ORD,MSP,-13.0
AA,DFW,IND,-23.0
AA,DFW,MCO,24.0
AA,PHL,LAX,7.0
AA,PHL,SAN,154.0
AS,SFO,SEA,4.0
AS,SFO,PDX,-15.0
UA,IAH,LAX,-22.0
UA,ANC,ORD,-20.0
DL,SJU,JFK,-16.0
MQ,ORD,GRB,-11.0
NK,MCO,DFW,232.0
B6,FLL,BOS,7.0
AA,MIA,JFK,15.0
B6,LGB,SFO,-4.0
B6,PBI,BOS,18.0
AS,OME,ANC,4.0
EV,DFW,GRK,-16.0
F9,DEN,DFW,0.0
OO,SFO,RDM,-13.0
OO,ORD,MKE,-11.0
WN,BWI,PBI,-12.0
WN,GRR,DEN,-10.0
WN,SAN,SFO,6.0
AA,DFW,IAH,-5.0
AA,CLT,ATL,-20.0
AA,PHL,SLC,-22.0
AA,CLT,SAT,-2.0
B6,JFK,JAX,-2.0
AA,DFW,DEN,-5.0
AS,SAN,SEA,-26.0
OO,SBP,LAX,-21.0
B6,JFK,DEN,0.0
B6,FLL,BDL,16.0
MQ,ORD,JAX,-25.0
MQ,ORD,ELP,31.0
UA,LAX,SFO,-16.0
B6,RDU,JFK,7.0
AS,KTN,JNU,-21.0
F9,MCO,PHL,15.0
F9,STL,LAS,-18.0
F9,IAH,LAS,-21.0
MQ,ORD,LSE,11.0
MQ,ORD,FAR,-12.0
NK,MCI,LAS,26.0
OO,SEA,SBA,-19.0
UA,LIH,DEN,-30.0
NK,FLL,BWI,29.0
WN,AUS,SAN,2.0
WN,BWI,BDL,-1.0
WN,BWI,MDW,29.0
WN,MDW,BDL,-22.0
WN,MDW,MEM,11.0
WN,MDW,ORF,-11.0
AA,MIA,LAX,2.0
AA,MIA,ORD,-9.0
AA,JFK,BOS,-19.0
AA,DFW,MSP,-10.0
AA,DFW,DTW,-20.0
AA,DFW,LAX,18.0
AA,CLT,STL,1.0
AA,PHL,ORD,-7.0
AA,PHL,RDU,86.0
AA,CLT,PVD,-6.0
B6,BOS,PBI,20.0
B6,DCA,MCO,20.0
B6,FLL,BWI,72.0
AS,PDX,LAX,-8.0
AA,ORD,BOS,-39.0
B6,MCO,PVD,-7.0
NK,SAN,DEN,2.0
OO,SLC,LAX,16.0
MQ,ORD,SUX,18.0
B6,SJU,JFK,-1.0
DL,ATL,BWI,-25.0
DL,ATL,LAX,6.0
EV,IAH,XNA,-21.0
F9,MSO,DEN,33.0
F9,CVG,LAS,-20.0
F9,DEN,IAH,21.0
HA,HNL,OGG,-6.0
NK,TPA,MSP,-16.0
UA,KOA,DEN,-50.0
NK,IAH,LAS,7.0
WN,ATL,SAT,-16.0
WN,BNA,PIT,-13.0
AA,DFW,OKC,-7.0
AA,ORD,PHX,-14.0
AA,PHL,JAX,-5.0
B6,MCO,HPN,67.0
B6,BOS,FLL,-4.0
AA,ORD,DFW,-22.0
B6,JFK,PDX,-13.0
DL,ATL,MSP,-25.0
DL,ATL,MDT,-19.0
B6,PBI,DCA,-13.0
EV,ATL,HPN,-8.0
HA,ITO,HNL,0.0
DL,ATL,FLL,-8.0
DL,ATL,MYR,-12.0
DL,ATL,RDU,-5.0
DL,ATL,JFK,-16.0
DL,ATL,ROA,8.0
NK,ORD,IAH,8.0
WN,BWI,MKE,2.0
WN,JAX,ATL,-2.0
AA,PHL,SFO,-18.0
AA,PHL,FLL,-1.0
AA,PHL,CLT,-12.0
B6,HPN,PBI,13.0
EV,MEI,PIB,-32.0
DL,ATL,AVP,-6.0
B6,JFK,PBI,-5.0
B6,MCO,JFK,-10.0
DL,ATL,SRQ,-14.0
DL,ATL,PNS,-2.0
DL,ATL,DEN,-21.0
EV,ATL,EWN,3.0
F9,MCO,TTN,-21.0
F9,LAX,MCO,-41.0
NK,ORD,ATL,6.0
NK,DFW,DTW,-11.0
OO,LAX,PHX,-12.0
UA,LAX,EWR,526.0
WN,DEN,BOI,-19.0
WN,DEN,ONT,-6.0
WN,ATL,AUS,9.0
WN,ATL,LGA,-25.0
WN,GSP,MDW,-15.0
WN,MCO,BHM,-1.0
WN,PHX,RNO,-14.0
WN,PHX,SMF,-5.0
AA,PHL,DFW,-24.0
AA,PHL,DEN,24.0
AA,PHX,ANC,-18.0
AA,PHL,PVD,8.0
B6,BUF,JFK,10.0
B6,MCO,DCA,-14.0
UA,EWR,TPA,-20.0
B6,MCO,RIC,97.0
DL,ATL,ROC,-23.0
HA,LIH,HNL,17.0
EV,IAH,VPS,12.0
AA,FLL,PHX,-21.0
DL,ATL,CAK,-16.0
DL,ATL,SAN,-11.0
DL,ATL,DFW,-14.0
F9,DEN,MSP,25.0
NK,FLL,ACY,10.0
NK,DEN,DFW,-7.0
NK,ATL,LAS,-6.0
OO,PHX,FLG,0.0
OO,SEA,SLC,-5.0
OO,ONT,PDX,-24.0
OO,BUR,PDX,-25.0
UA,EWR,BQN,-3.0
WN,AUS,HOU,-17.0
WN,DEN,TUS,7.0
WN,PHX,SEA,5.0
AA,DCA,DFW,-3.0
AA,LGA,MIA,-18.0
AA,LAS,LAX,-12.0
AA,PHX,SMF,7.0
AA,MCI,PHX,-1.0
AA,PHL,MCO,27.0
B6,JFK,SMF,-7.0
B6,DCA,TPA,25.0
AS,SEA,ANC,-25.0
AS,SEA,LAX,-1.0
AS,SAN,SLC,-14.0
DL,ATL,PBI,-8.0
B6,BOS,RDU,215.0
DL,ATL,FNT,-17.0
OO,PHX,PSP,-8.0
OO,PHX,FAT,-17.0
AA,DEN,PHX,-17.0
B6,FLL,DCA,23.0
DL,HNL,SLC,-28.0
DL,ATL,MDW,-25.0
DL,ATL,BDL,-25.0
DL,LAX,SFO,-15.0
EV,ATL,CRW,-20.0
EV,ATL,SHV,-15.0
F9,ORD,LAX,23.0
F9,DEN,SFO,-28.0
NK,RSW,ACY,-5.0
OO,PHX,MRY,-5.0
UA,SFO,EWR,-20.0
NK,PHL,DFW,19.0
AA,PHX,SEA,25.0
AA,BNA,LAX,19.0
AA,DCA,BOS,-13.0
AA,MIA,LGA,-2.0
B6,JFK,BOS,-15.0
B6,SAN,JFK,-33.0
B6,LGA,MCO,-28.0
B6,SFO,JFK,-23.0
AS,PDX,LAS,-11.0
NK,IAH,SAN,9.0
EV,ATL,CID,-17.0
DL,ATL,SAT,10.0
DL,ATL,EVV,-14.0
NK,MCO,DTW,174.0
NK,FLL,TPA,1.0
OO,PHX,BFL,-19.0
OO,SFO,SLC,-6.0
UA,HNL,DEN,-23.0
WN,ATL,PHX,-7.0
WN,ATL,RSW,-19.0
WN,MDW,MSP,21.0
AA,HNL,DFW,-22.0
AA,PHX,RNO,13.0
AA,PHX,OAK,0.0
AA,PHX,LAX,-11.0
EV,ATL,PHF,-16.0
DL,ATL,OMA,-14.0
HA,OGG,HNL,-4.0
DL,ATL,MLB,-10.0
EV,ATL,MGM,120.0
DL,ATL,MSY,-13.0
DL,ATL,OKC,-12.0
EV,ATL,MLI,-19.0
F9,PHL,ATL,-24.0
F9,PHX,DEN,-11.0
WN,ATL,HOU,4.0
WN,ATL,LAS,-13.0
AA,PHX,SLC,10.0
AA,PHX,SJC,15.0
AA,PHX,SNA,0.0
AA,PHX,GEG,-21.0
B6,EWR,MCO,-25.0
B6,SJU,MCO,-11.0
AS,SEA,FAI,-6.0
AS,SFO,SLC,-4.0
NK,ORD,PHL,-22.0
DL,ATL,HSV,-21.0
DL,ATL,SYR,-17.0
EV,ATL,PIA,1.0
F9,RSW,PHL,-4.0
F9,CLT,TTN,-19.0
F9,AUS,LAS,-13.0
NK,CLE,DFW,86.0
NK,FLL,LAX,10.0
OO,IAH,COS,-22.0
AA,SEA,MIA,6.0
AA,PHX,BOI,-14.0
AA,PHX,SAN,-7.0
AA,PHX,LAS,-14.0
AA,PHX,PDX,-16.0
B6,JFK,AUS,11.0
B6,MCO,EWR,30.0
B6,LAX,JFK,-9.0
B6,JFK,LAX,19.0
B6,FLL,JFK,0.0
AS,SEA,BLI,0.0
EV,IAH,LIT,-20.0
MQ,DFW,PNS,-22.0
UA,SFO,LAX,3.0
B6,JFK,SJU,53.0
B6,JFK,FLL,34.0
EV,IAH,JAN,0.0
EV,IAH,MLU,-15.0
OO,SFO,FAT,-23.0
OO,IAH,TUS,-12.0
UA,IAH,TPA,19.0
DL,ATL,FAY,-11.0
AA,PHX,SFO,-11.0
AA,PHX,ONT,22.0
AA,LAX,RDU,-36.0
B6,PDX,JFK,14.0
B6,LGB,JFK,-37.0
AS,SEA,SAN,-5.0
EV,IAH,BTR,-4.0
HA,KOA,HNL,-8.0
UA,IAH,SFO,10.0
UA,IAH,MFE,-9.0
OO,RHI,IMT,-13.0
DL,ATL,GRR,-15.0
DL,ATL,DAY,-17.0
EV,IAH,AMA,-5.0
NK,ORD,BWI,-19.0
WN,MDW,DSM,-17.0
B6,MCO,PSE,-6.0
OO,IAH,CRP,-6.0
AA,MIA,DCA,-14.0
AA,MIA,BOS,-3.0
AA,MIA,JFK,-16.0
AA,MIA,ATL,-5.0
AA,MIA,AUS,6.0
B6,EWR,FLL,-17.0
DL,ATL,LGA,-12.0
F9,IAH,DEN,-14.0
NK,MYR,ACY,-11.0
OO,HIB,INL,-22.0
UA,HNL,EWR,0.0
WN,ATL,PBI,-13.0
WN,BWI,ORF,-13.0
WN,STL,AUS,3.0
WN,STL,SAT,-12.0
AA,LAX,BOS,-33.0
AA,SFO,MIA,-24.0
B6,LGB,BOS,-44.0
B6,FLL,EWR,35.0
B6,JFK,SFO,0.0
AS,SEA,JFK,-30.0
AS,SEA,BOS,-6.0
AS,PDX,ANC,-2.0
AS,LAX,PDX,-17.0
UA,IAH,AUS,-9.0
UA,IAH,DEN,-7.0
AA,MIA,SJU,18.0
AA,MIA,PHL,33.0
DL,ATL,XNA,-9.0
NK,LAX,FLL,9.0
UA,EWR,FLL,-15.0
UA,IAH,SAT,-4.0
UA,IAH,OMA,-29.0
B6,FLL,JAX,71.0
B6,LAS,JFK,-35.0
AS,PDX,SFO,-24.0
AS,SEA,LAX,8.0
NK,TPA,FLL,90.0
OO,SBA,LAX,-30.0
UA,SFO,IAD,-30.0
B6,MCO,JFK,7.0
B6,LGA,FLL,4.0
AA,MIA,DFW,32.0
AA,MIA,DTW,7.0
AA,MIA,CLT,-26.0
NK,FLL,MSP,-4.0
OO,SEA,BOI,0.0
UA,OGG,LAX,-28.0
B6,BDL,FLL,7.0
AS,SEA,LAS,-15.0
AS,SEA,ANC,-26.0
NK,FLL,ORD,-15.0
AA,MIA,MSY,14.0
AA,MIA,LAX,-5.0
AA,MIA,EWR,5.0
AA,MIA,LAS,-8.0
DL,ATL,TYS,-14.0
DL,SFO,JFK,-28.0
F9,SFO,LAS,-2.0
F9,MCO,CLE,13.0
NK,FLL,PBG,-14.0
NK,OAK,LAX,-3.0
UA,HNL,LAX,-34.0
UA,IAH,PHX,-10.0
NK,MCO,FLL,12.0
WN,STL,TUL,-11.0
AA,PHL,FLL,39.0
B6,MCO,SJU,1.0
B6,MCO,BOS,-12.0
B6,BUR,JFK,-15.0
B6,SJU,FLL,-13.0
B6,PBI,JFK,78.0
B6,BOS,SJU,-16.0
AS,SEA,OAK,6.0
B6,JFK,TPA,-13.0
F9,DEN,LAS,20.0
HA,OGG,HNL,-4.0
UA,IAH,PDX,-27.0
NK,FLL,ATL,-8.0
AA,MIA,ORD,65.0
AA,MIA,SFO,6.0
AA,MIA,SEA,-21.0
AA,MIA,BWI,2.0
AA,MIA,TPA,-7.0
F9,MIA,DEN,-9.0
F9,ATL,LAS,-24.0
F9,ORD,LAS,-4.0
HA,HNL,LIH,-5.0
UA,OGG,SFO,-27.0
UA,PDX,EWR,-13.0
WN,HOU,ABQ,9.0
WN,HOU,AUS,15.0
AA,LAX,IND,-27.0
B6,RSW,JFK,-13.0
B6,EWR,PBI,-7.0
AS,ANC,SEA,-1.0
AS,SEA,SFO,-15.0
AS,SFO,PSP,-25.0
AS,OGG,PDX,-33.0
MQ,MIA,GNV,31.0
UA,IAH,SLC,-11.0
UA,SEA,IAD,-11.0
AA,MIA,IAH,5.0
DL,ATL,SLC,-20.0
DL,ATL,RSW,0.0
DL,ATL,MIA,-10.0
DL,ATL,MEM,-19.0
DL,ATL,SFO,-4.0
DL,ATL,FLL,-4.0
DL,ATL,CLT,-10.0
DL,ATL,BOS,-7.0
DL,ATL,BUF,-19.0
DL,ATL,SEA,-50.0
F9,LAS,CVG,41.0
HA,HNL,OGG,-10.0
NK,RSW,ORD,-7.0
NK,MCO,ACY,104.0
NK,ORD,PHX,-16.0
UA,HNL,SFO,-8.0
WN,HOU,LAX,7.0
WN,HOU,SAT,-6.0
WN,MDW,CLT,-7.0
AA,LAX,MIA,-15.0
AS,HNL,ANC,-43.0
B6,DCA,FLL,44.0
AS,SEA,SMF,-2.0
AS,SEA,LAX,-14.0
AS,PDX,LAX,-35.0
DL,ATL,DTW,-8.0
EV,ATL,BTR,-19.0
UA,LIH,LAX,-30.0
DL,ATL,CVG,-12.0
F9,MSP,DEN,-5.0
UA,KOA,LAX,-34.0
DL,ATL,MSP,-17.0
DL,ATL,MCO,1.0
NK,LGA,ORD,-18.0
NK,LAS,OAK,-7.0
AA,MIA,RDU,53.0
AA,MIA,MCO,0.0
DL,ATL,BWI,-19.0
DL,ATL,JAX,-4.0
DL,HNL,LAX,-17.0
DL,ATL,IAH,-10.0
DL,ATL,EWR,-6.0
DL,ATL,PBI,-15.0
HA,OGG,LAX,-34.0
UA,IAD,SJU,-20.0
AA,LAS,MIA,-25.0
AA,OGG,PHX,228.0
B6,JFK,PBI,-7.0
B6,SEA,JFK,12.0
B6,SAN,BOS,-36.0
DL,ATL,IAD,-2.0
EV,ATL,CAE,86.0
UA,DEN,BZN,-16.0
UA,SAN,EWR,-23.0
AA,CLT,LGA,-24.0
DL,ATL,PHL,0.0
DL,ATL,STL,-8.0
DL,ATL,DCA,-6.0
DL,ATL,CLE,-12.0
OO,LAX,MRY,-18.0
WN,MDW,ALB,17.0
AA,LAX,LAS,-7.0
AA,ORD,PHL,-28.0
AS,SEA,GEG,2.0
AS,LAX,BWI,-40.0
DL,ATL,CMH,-8.0
DL,ATL,LIT,0.0
DL,ATL,MCI,-15.0
UA,KOA,SFO,-28.0
DL,ATL,PIT,-3.0
DL,ATL,TUL,-7.0
DL,KOA,LAX,-2.0
DL,ATL,RDU,-3.0
DL,ATL,SAV,204.0
DL,ATL,CHA,528.0
DL,ATL,GSP,-10.0
F9,LAS,CLE,18.0
HA,HNL,LAX,-21.0
NK,MSP,LAS,5.0
WN,DEN,RNO,-13.0
AA,CLT,PHX,16.0
AA,HNL,PHX,-22.0
B6,FLL,JFK,-1.0
AS,LAS,SEA,-22.0
DL,ATL,TPA,-6.0
DL,ATL,ORF,-7.0
DL,ATL,BNA,-15.0
DL,ATL,BHM,-13.0
EV,ATL,GNV,-10.0
B6,MCO,BQN,-10.0
B6,SFO,FLL,-2.0
DL,ATL,GSO,-10.0
DL,ATL,MKE,40.0
DL,ATL,LAS,-14.0
NK,LAX,DTW,7.0
B6,JFK,FLL,10.0
DL,ATL,IND,-9.0
EV,ATL,AGS,10.0
EV,ATL,MOB,-15.0
DL,ATL,LEX,-17.0
NK,LAS,DTW,-24.0
UA,ITO,LAX,-38.0
OO,LAX,SMF,6.0
WN,DEN,LAX,-17.0
AA,CLT,PHL,-21.0
DL,ATL,CHS,0.0
DL,ATL,ORD,-17.0
DL,ATL,AVL,-13.0
DL,ATL,SDF,-10.0
DL,LIH,LAX,-24.0
DL,ATL,DFW,-13.0
DL,ATL,RIC,0.0
F9,ATL,DEN,119.0
OO,LAX,SBP,-14.0
AA,LAX,MCO,-16.0
AA,HNL,LAX,-29.0
AS,SEA,LAX,-16.0
UA,LAX,MCO,-28.0
B6,SMF,JFK,-20.0
DL,SAN,ATL,-13.0
NK,MYR,BOS,-15.0
OO,SFO,SMF,-5.0
UA,ORD,OMA,68.0
UA,SFO,MCO,-12.0
WN,ATL,PIT,-7.0
AA,PHX,JFK,-7.0
AA,CLT,MIA,-12.0
B6,OAK,JFK,-36.0
AS,SEA,PDX,-2.0
DL,SEA,ATL,1.0
OO,PHX,YUM,-20.0
NK,LAS,FLL,-12.0
OO,LAX,LAS,2.0
UA,SFO,EWR,-18.0
UA,HNL,SFO,-21.0
UA,SAN,ORD,-38.0
UA,SFO,PHL,-42.0
B6,SJU,JFK,4.0
B6,JFK,LAX,-5.0
B6,PHX,BOS,-45.0
DL,OGG,LAX,-28.0
OO,PHX,DRO,-9.0
OO,SFO,RDD,-10.0
UA,PDX,IAD,-16.0
WN,ATL,OKC,-7.0
WN,ATL,RIC,0.0
AA,LAX,TPA,-29.0
AA,PHL,PIT,20.0
B6,LAX,FLL,-15.0
AS,PDX,ANC,-33.0
B6,LAS,FLL,-2.0
DL,KOA,SEA,-19.0
UA,SFO,LAX,42.0
DL,LAX,JFK,-40.0
DL,SAN,DTW,-34.0
HA,HNL,LAS,-24.0
NK,LAX,BWI,-36.0
OO,JMS,DVL,-33.0
OO,SFO,EUG,-26.0
OO,SFO,ACV,-21.0
UA,SMF,IAD,39.0
UA,LAX,SFO,36.0
UA,SFO,SEA,-22.0
WN,ATL,CAK,-13.0
WN,ATL,PHL,-25.0
AA,PHX,DFW,-12.0
B6,JFK,BTV,-13.0
B6,JFK,ROC,-5.0
B6,JFK,PWM,-2.0
AS,HNL,SEA,-31.0
OO,SFO,MFR,0.0
UA,LAS,CLE,-46.0
AA,OGG,LAX,55.0
B6,SLC,JFK,-34.0
B6,JFK,SYR,-7.0
B6,JFK,BUF,13.0
DL,SEA,JFK,-10.0
UA,SFO,SAN,-15.0
UA,SFO,FLL,-18.0
DL,SJC,ATL,-17.0
DL,PDX,DTW,12.0
DL,SFO,ATL,-21.0
F9,DEN,MIA,0.0
F9,LAS,ORD,-18.0
UA,LAS,EWR,-30.0
UA,LAX,EWR,-24.0
WN,ATL,IND,-14.0
AA,PHX,DEN,3.0
AA,PHX,EWR,-17.0
HA,LIH,HNL,-10.0
DL,SFO,DTW,-24.0
B6,SJC,JFK,12.0
DL,SEA,DTW,16.0
DL,HNL,SEA,-28.0
OO,LAX,SAN,0.0
UA,OGG,DEN,-28.0
UA,SFO,LAS,-19.0
UA,SFO,RDU,-30.0
AA,LAX,ATL,-20.0
AS,ANC,ORD,0.0
UA,SEA,ORD,-3.0
HA,OGG,HNL,-19.0
UA,SFO,PDX,-16.0
UA,SFO,BOS,-29.0
AS,SEA,ANC,-17.0
AS,ANC,FAI,3.0
AS,LAS,SEA,-26.0
UA,SFO,IAD,-28.0
UA,SEA,EWR,19.0
UA,SFO,ORD,-12.0
DL,OGG,SEA,-21.0
NK,DFW,LAS,100.0
UA,OGG,LAX,-47.0
AS,ANC,LAS,13.0
OO,LAX,SBA,-19.0
UA,LAX,ORD,-16.0
B6,JFK,BOS,-15.0
UA,SFO,MSY,-4.0
F9,LAS,MIA,-21.0
NK,LAX,CLE,-30.0
UA,PDX,IAH,-17.0
AA,SEA,MIA,-1.0
AA,MIA,PHX,-24.0
AA,HNL,PHX,-22.0
AA,LIH,PHX,-32.0
AS,OGG,SEA,-40.0
B6,EWR,SJU,-24.0
AS,SEA,GEG,-3.0
UA,IAH,SJU,-4.0
UA,LAX,IAD,-38.0
B6,DEN,BOS,15.0
DL,HNL,SFO,-7.0
F9,LAX,ATL,32.0
NK,LAS,BOS,-39.0
VX,OGG,SFO,-37.0
AS,SEA,FAI,-34.0
OO,SFO,RNO,-28.0
UA,LAX,IAH,-15.0
AA,KOA,LAX,-2.0
NK,DFW,PHX,-6.0
B6,BOS,SJU,-15.0
OO,SFO,MRY,-18.0
UA,LAS,ORD,-39.0
UA,SFO,ATL,1.0
AA,OGG,PHX,234.0
AS,HNL,BLI,-39.0
UA,PHX,EWR,-39.0
B6,FLL,SJU,47.0
DL,ANC,MSP,1.0
F9,LAS,STL,-33.0
NK,LAS,ATL,4.0
UA,ANC,DEN,-14.0
AA,LAS,JFK,-30.0
B6,MCO,PSE,-16.0
UA,HNL,LAX,-7.0
F9,LAS,MCO,-14.0
AA,PHX,FLL,2.0
AA,PHX,PHL,-19.0
AS,FAI,SEA,-3.0
B6,MCO,BQN,20.0
UA,SFO,IAH,-26.0
B6,SEA,BOS,0.0
DL,LAS,CVG,-37.0
DL,SLC,JFK,-24.0
UA,DEN,EWR,-35.0
AA,KOA,PHX,-22.0
AA,LAS,MIA,6.0
AA,LAX,IAD,-26.0
DL,HNL,PDX,-16.0
DL,LAX,ATL,11.0
UA,HNL,SFO,2.0
AA,HNL,PHX,-22.0
B6,LAX,JFK,-12.0
AS,ANC,LAX,-23.0
AS,SEA,DFW,6.0
AS,LIH,SEA,-48.0
UA,LAX,EWR,-48.0
UA,SFO,EWR,-26.0
DL,PDX,ATL,-15.0
F9,DEN,PBI,-12.0
F9,DEN,ATL,-9.0
NK,LAS,BWI,-23.0
NK,DEN,FLL,-16.0
OO,LAX,AUS,-19.0
UA,LAX,ORD,-14.0
AA,LAX,MIA,-17.0
B6,PHX,JFK,-15.0
AS,SEA,MSP,28.0
AS,LAS,ANC,-62.0
AS,SEA,ANC,-27.0
AS,LAX,ANC,-45.0
AS,LAX,SEA,-19.0
AS,KOA,SEA,-38.0
NK,FLL,BQN,28.0
DL,PHX,DTW,-31.0
F9,DEN,RSW,-12.0
F9,DEN,MCO,-21.0
F9,DEN,RDU,-18.0
F9,DEN,TPA,-9.0
UA,SEA,IAH,-6.0
UA,LAS,IAD,-29.0
UA,PDX,IAH,-19.0
UA,LAS,EWR,-24.0
AA,DEN,MIA,-18.0
AA,LAX,ORD,-19.0
B6,LAS,JFK,159.0
B6,RNO,JFK,-21.0
B6,SLC,MCO,17.0
B6,DEN,JFK,-11.0
B6,ABQ,JFK,3.0
B6,LAX,BOS,-26.0
B6,JFK,PSE,-16.0
B6,JFK,SJU,-8.0
B6,MCO,SJU,-10.0
B6,JFK,BQN,2.0
